Kingdom,Phylum,Class,Order,Family,Genus,Species,ERR1467143,ERR1467146,ERR1467154,ERR1470829,ERR1512985,ERR1512995,ERR1513004,ERR1513005,ERR1513006,ERR1525434,ERR1525436,ERR1525439,ERR1525446,ERR1467152,ERR1470825,ERR1470827,ERR1470830,ERR1512988,ERR1512993,ERR1514429,ERR1525437,ERR1525438,ERR1525440,ERR1525444,ERR1512987,ERR1512998,ERR1467142,ERR1467148,ERR1467149,ERR1512984,ERR1514428,ERR1525443,ERR1467150,ERR1470824,ERR1514430,ERR1525445,ERR1512997,ERR1514427,ERR1467144,ERR1467145,ERR1467151,ERR1470822,ERR1470828,ERR1513003,ERR1512986,ERR1512994,ERR1513007,ERR1525441,ERR1525442,ERR1467147,ERR1467153,ERR1470826,ERR1470823,ERR1467141,ERR1512996,ERR1513002,ERR1512989,ERR1512990,ERR1512991,ERR1512992,ERR1512999,ERR1513000,ERR1513001,ERR1525435
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Desemzia,,0,0,2,0,1,1,1,2,0,0,0,0,0,1,0,0,0,1,3,1,0,1,1,0,0,2,2,1,1,1,2,0,0,0,0,1,0,0,3,0,1,3,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carn_Granulicatella,,11,6,3,6,5,3,12,10,12,0,1,5,11,16,13,10,13,1,8,14,0,4,9,15,8,3,11,6,15,14,10,6,6,10,0,6,6,7,7,17,4,10,4,3,3,5,6,0,2,21,8,14,22,3,5,7,0,5,1,3,0,0,0,2
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Isobaculum,melis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus,,295,248,235,250,141,55,270,377,282,28,204,57,217,636,311,257,398,63,316,323,19,161,165,292,289,111,341,277,442,332,252,374,231,282,33,287,199,326,219,480,291,560,224,93,181,112,189,33,44,514,242,277,491,129,128,191,0,126,81,100,0,0,0,23
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,casseliflavuscecorumhaemoperoxidussulfureus,52,29,72,32,42,16,67,67,89,11,43,7,43,85,47,30,50,19,81,61,4,29,53,40,60,38,48,27,72,50,63,45,37,52,4,27,51,49,63,86,55,56,33,24,44,24,43,16,14,63,54,37,103,18,52,74,0,31,16,35,0,0,0,6
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Melissococcus,plutonius,0,0,0,3,0,0,3,3,1,0,1,0,2,1,0,1,0,0,2,1,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,1,0,3,2,2,0,2,0,1,0,0,0,0,0,1,3,0,1,2,0,0,0,1,1,0,0,0,0,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,salmoninarum,17,22,24,19,12,5,23,30,16,4,11,4,19,54,27,29,30,6,47,20,1,15,18,24,25,14,26,21,36,34,24,29,23,18,0,20,17,29,16,38,21,38,15,8,11,17,13,5,4,35,31,19,56,12,22,22,0,15,10,13,0,0,0,2
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,agilisbrevisdelbrueckiiinersmucosaeparalimentariusplantarumreuteriruminissalivariusvaginaliszeae,13,7,5,5,9,1,14,17,28,2,9,0,8,30,14,7,13,3,13,7,2,2,16,14,3,8,25,9,29,3,15,8,13,10,3,11,12,9,6,16,15,13,9,6,10,9,3,5,4,14,11,7,13,7,12,10,0,14,5,8,0,0,0,2
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Fructobacillus,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,mesenteroides,0,2,0,1,1,2,2,2,2,0,0,0,0,7,3,1,1,2,6,5,1,0,2,2,0,1,1,0,3,2,4,4,0,3,0,1,1,0,0,2,1,2,1,0,0,1,0,0,0,1,0,0,4,3,0,1,0,0,1,4,0,0,0,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,garvieae,135,50,38,71,36,9,38,80,60,11,38,8,103,161,164,93,120,18,44,96,9,25,24,91,50,17,111,71,152,77,92,109,105,106,11,156,49,78,117,183,78,134,77,31,65,41,31,11,10,95,62,46,96,145,28,56,0,30,42,21,0,0,0,14
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,agalactiaeanginosusequiinfantisluteciaeminorsobrinus,86,33,67,25,87,25,116,165,190,38,123,22,37,144,100,32,46,31,150,284,16,105,171,40,74,29,73,32,96,29,331,37,46,83,23,71,85,188,67,193,42,67,31,37,65,70,49,56,58,71,38,42,92,31,81,132,0,153,16,51,0,0,0,41
Bacteria,Firmicutes,Bacilli,Turicibacterales,Turicibacteraceae,Turicibacter,,1,1,2,0,3,0,1,0,1,0,1,0,1,2,0,0,1,1,2,0,0,0,2,1,0,1,0,0,1,2,3,1,1,0,1,1,0,2,1,2,0,1,0,0,0,3,0,0,0,3,1,0,1,2,0,1,0,0,0,1,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Acidaminobacteraceae,Acidaminobacter,,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Acidaminobacteraceae,Fusibacter,,4,5,0,2,1,3,2,1,2,0,1,5,0,1,8,2,6,7,5,2,0,0,0,6,3,2,5,1,4,6,5,11,5,5,6,8,3,3,2,4,3,0,2,4,2,2,2,0,3,4,1,1,3,7,1,3,0,0,2,1,0,0,0,1
Bacteria,Firmicutes,Clostridia,Clostridiales,Acidaminobacteraceae,Guggenheimella,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Caldicoprobacteraceae,Caldicoprobacter,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenella,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Alkaliphilus,transvaalensis,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,1,0,1,2,0,3,2,0,1,0,1,1,0,4,0,2,2,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Caloramator,,2,3,0,0,0,9,2,5,1,0,1,2,2,0,2,0,1,0,2,1,0,1,2,1,2,6,0,0,0,2,1,1,1,0,0,1,4,3,2,2,1,0,0,1,1,2,4,0,2,0,0,0,0,2,2,0,0,0,1,1,0,0,0,1
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridiisalibacter,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clos_Clostridium,aciduricibutyricumcelatumgasigeneshiranonisintestinaleljungdahliineonataleperfringens,19,16,2,8,5,9,9,22,7,3,8,3,8,8,7,15,16,9,6,30,3,5,3,8,10,12,10,14,16,4,25,6,7,16,15,5,9,19,16,24,11,23,13,10,13,9,7,2,2,14,6,6,15,12,8,8,0,12,14,8,0,0,0,2
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Proteiniclasticum,,9,4,1,4,4,25,20,35,31,2,16,9,1,1,14,7,9,5,18,14,0,11,3,10,16,30,4,9,17,32,14,6,14,3,10,6,17,18,2,6,7,5,3,53,19,17,62,5,22,9,6,1,3,10,3,17,0,19,6,7,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Sarcina,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Dehalobacteriaceae,Dehalobacterium,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,,2,5,2,2,1,3,4,9,10,1,2,3,2,11,8,3,1,1,5,8,0,4,3,4,3,3,3,3,8,8,9,5,3,2,6,1,6,6,3,6,3,6,1,3,4,3,3,2,4,4,2,0,2,3,3,14,0,0,2,3,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis,,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Garciella,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Gracilibacteraceae,Gracilibacter,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Gracilibacteraceae,Lutispora,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,,6,0,0,0,0,1,1,1,0,0,1,1,1,0,1,2,4,0,2,1,0,1,0,0,0,1,0,2,3,3,2,1,1,1,3,1,1,0,1,1,0,0,2,0,0,0,6,1,0,1,1,0,2,1,2,0,0,0,1,1,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,obeumproducta,23,20,7,11,7,2,24,20,20,5,11,6,21,27,32,30,39,4,24,40,4,10,14,19,14,6,22,19,46,19,27,26,22,16,23,18,16,26,32,44,24,41,13,8,12,6,11,4,6,35,16,11,24,14,9,23,0,9,15,15,0,0,0,2
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,,2,0,2,0,7,0,1,3,5,0,2,0,2,3,2,0,1,2,8,0,2,3,0,0,1,1,2,1,0,1,6,0,0,0,0,0,0,2,5,5,2,2,2,1,0,2,0,0,0,1,5,0,5,1,3,2,0,6,0,1,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lach_Clostridium,colinumfimetarium,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,eutactus,15,13,3,7,1,3,10,11,8,3,6,3,11,19,11,19,22,5,11,24,2,6,4,18,10,6,11,14,30,9,20,15,11,12,27,6,8,15,14,31,18,27,21,6,6,6,4,1,2,22,2,6,17,15,7,10,0,4,7,8,0,0,0,2
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,formicigenerans,7,5,4,3,2,2,6,4,11,1,8,1,5,14,10,8,12,4,9,15,1,3,2,5,6,1,5,10,12,3,17,9,8,6,10,14,7,6,10,15,8,16,8,1,7,4,5,0,1,13,4,1,11,10,2,2,0,6,6,7,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Epulopiscium,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hespellia,stercorisuis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnobacterium,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0,1,0,4,1,0,0,0,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,pectinoschiza,13,4,1,5,2,0,3,2,7,4,4,0,11,0,6,4,8,3,2,7,0,4,1,11,3,0,5,12,8,1,6,12,5,8,7,2,0,5,6,9,6,13,13,0,4,1,2,0,0,8,1,0,6,6,3,1,0,2,0,3,0,0,0,1
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia,formatexigens,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Moryella,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Robinsoniella,peoriensis,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,faecis,5,1,0,1,1,1,2,4,5,1,0,0,5,3,2,4,11,2,0,6,1,2,2,8,2,0,3,11,13,0,2,10,7,5,10,6,2,8,6,6,9,5,3,2,2,1,4,1,1,6,1,0,6,1,1,4,0,3,5,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lach_Ruminococcus,gnavustorques,6,2,2,4,0,1,2,5,3,0,2,4,4,5,8,9,14,2,3,14,0,2,3,10,1,2,3,4,14,2,3,4,6,8,9,6,3,8,8,17,5,11,4,1,5,3,0,0,3,8,5,0,7,1,4,3,0,5,5,4,0,0,0,1
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia,satelles,2,2,0,2,0,0,0,1,0,0,0,0,0,1,2,0,2,2,2,1,2,2,0,2,0,0,4,0,2,0,2,0,1,1,0,0,0,2,3,1,4,3,2,0,1,0,0,0,0,1,0,1,2,1,0,2,0,2,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Syntrophococcus,sucromutans,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacteriaceae,Anaerovorax,,1,1,0,0,0,1,2,4,0,1,2,2,0,0,0,0,1,1,0,6,0,0,3,2,1,0,3,1,1,0,0,2,1,0,4,0,0,4,0,1,0,1,2,1,1,1,1,0,1,1,0,0,0,2,0,1,0,2,2,1,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacteriaceae,Mogibacterium,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus,meridiei,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Pelotomaculum,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Sporotomaculum,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Pept_Clostridium,sticklandiidifficile,3,5,2,2,6,7,4,13,19,2,5,5,1,5,9,0,3,2,6,10,4,0,2,6,7,14,4,2,15,6,11,3,2,4,5,3,8,10,12,10,5,6,2,9,7,4,16,3,6,12,1,2,8,2,8,16,0,6,0,3,0,0,0,1
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,anaerobius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Tepidibacter,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerofilum,,3,0,1,2,0,0,3,5,2,0,4,1,5,2,2,0,1,1,3,6,0,0,2,1,3,2,4,3,5,0,2,9,3,1,5,1,2,5,1,5,1,2,3,1,2,1,1,0,2,7,0,2,3,1,2,3,0,2,0,0,0,0,0,1
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Rumi_Clostridium,hungateimethylpentosum,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ethanoligenens,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,prausnitzii,153,33,14,97,37,24,91,78,76,14,53,13,78,21,82,100,106,29,63,180,5,29,14,91,51,27,63,102,179,30,111,101,102,60,78,58,61,88,74,149,111,118,77,32,58,34,40,17,15,110,40,5,84,33,50,62,0,58,33,67,0,1,0,16
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,guilliermondii,5,3,0,6,1,3,5,4,6,3,4,1,6,5,1,6,7,8,4,8,4,3,4,7,3,1,3,7,12,4,8,5,5,4,9,10,1,2,2,6,9,11,5,3,5,1,0,2,1,8,2,1,1,1,4,5,0,4,1,5,0,0,0,3
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Rumi_Ruminococcus,albusbromiicallidusflavefaciens,25,4,7,19,5,6,19,10,23,9,13,2,29,7,26,35,36,19,23,26,3,6,6,34,7,10,15,26,45,8,30,25,17,17,29,26,15,17,25,24,18,29,32,6,9,13,6,3,6,20,3,3,16,20,9,20,0,11,8,4,0,0,0,2
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Sporobacter,termitidis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophomonas,,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Anaerococcus,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Dethiosulfatibacter,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Finegoldia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Gallicola,,1,1,0,1,0,3,1,3,1,0,0,0,0,1,3,0,0,0,4,1,1,2,0,1,0,4,0,0,1,1,1,0,1,2,0,0,3,1,2,4,3,0,0,2,1,0,2,0,0,2,1,0,1,0,2,3,0,1,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Helcococcus,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Parvimonas,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Peptoniphilus,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
